SRC_IP                  DEST_IP  SRC_PORT  DEST_PORT  PROTO  DSCP                                                   APP    TCP_STATE      RULE  BYTES_SENT  BYTES_RCVD  DURATION_SECS
10.71.114.60      10.239.30.126     34263        161     17     0                                                  snmp          N/A  AllowAny          83          79              0
192.168.0.18            8.8.4.4     52242         53     17     0                                                   dns          N/A  AllowAny          73          89              0
10.239.30.25       52.111.209.1     57220        443      6     0                                             office365       CLOSED  AllowAny       16423       15924             95
192.168.0.18    199.232.138.248     61842        443      6     0                                               spotify       CLOSED  AllowAny        3496      117418             39
10.20.70.249      10.239.30.155     61139      65352      6     0                                                dcerpc  ESTABLISHED  AllowAny      195906      208029           4464
10.239.30.64      52.114.76.236     63094        443      6     0                                       Microsoft Teams  ESTABLISHED  AllowAny      545556     2044726           4000
10.239.30.24      54.148.148.62     61268        443      6     0                                               mozilla  ESTABLISHED  AllowAny        2094        4551            136
SRC_IP                  DEST_IP  SRC_PORT  DEST_PORT  PROTO  DSCP                                                   APP    TCP_STATE      RULE  BYTES_SENT  BYTES_RCVD  DURATION_SECS
192.168.0.196           8.8.4.4     33341         53     17     0                                                   dns          N/A  AllowAny          60          76              0
10.71.114.60      10.239.30.180     41594        161     17     0                                                  snmp          N/A  AllowAny        2224        1909             24
10.239.30.24      10.72.112.158     61386        443      6     0                                                   ssl      CLOSING  AllowAny        9189        6961             15
10.239.30.22      52.114.253.71     50046       3478     17     0                                       Microsoft Teams          N/A  AllowAny       25830       22812           2025
10.71.114.60      10.239.30.126     14982        161     17     0                                                  snmp          N/A  AllowAny         276         193              0
10.239.30.152       10.71.50.53     60087         53     17     0                                                   dns          N/A  AllowAny          81          97              0
10.239.30.152       10.71.50.53     59520         53     17     0                                                   dns          N/A  AllowAny         102         187              0
10.239.30.152       10.71.50.53     59763         53     17     0                                                   dns          N/A  AllowAny          83         147              0
10.239.30.152   205.251.197.181     60047         53     17     0                                                   dns          N/A  AllowAny          78         247              0
10.239.30.152       10.71.50.53     59366         53     17     0                                                   dns          N/A  AllowAny          78          94              0
10.239.30.24     165.225.206.44     61021         80      6     0                                                  http      CLOSING  AllowAny         343         273             92
10.239.30.157      10.104.64.10     40670        389     17     0                                                  ldap          N/A  AllowAny         111           0              0
10.239.30.16      40.119.148.38       123        123     17     0                                                   ntp          N/A  AllowAny          76          76              0
10.239.30.64        10.71.30.11     60697         80      6     0                                                  http      CLOSING  AllowAny        1007         688             33
10.71.114.60      10.239.30.179     43073        161     17     0                                                  snmp          N/A  AllowAny          74          70              0
10.239.30.115     20.190.190.97     64544        443      6     0                                             Microsoft       CLOSED  AllowAny        4437        7371              0
10.239.30.24       10.72.112.13     58984       8037     17     0                                                   udp          N/A  AllowAny          46           0              0
10.239.30.18      10.230.134.18     59544         53     17     0                                                   dns          N/A  AllowAny          76         238              0
10.239.30.121     44.232.218.68      4242       9930     17     0                                                   udp          N/A  AllowAny         100          82              0
10.239.30.17      104.21.49.121     54082        443      6     0                                            cloudflare  ESTABLISHED  AllowAny        2573       28454            343
10.239.30.121      52.32.28.115      4229       9930     17     0                                                   udp          N/A  AllowAny         100          82              0
10.71.113.250     10.239.30.152     50595      49666      6     0                                                  krb5      CLOSING  AllowAny        4137        7165              6
10.239.30.24       20.54.24.246     60902        443      6     0                                   windows_marketplace      CLOSING  AllowAny        2169        3752            110
10.239.30.157      10.104.64.10     44195        389     17     0                                                  ldap          N/A  AllowAny         111           0              0
10.239.30.155     52.97.137.194     63042        443      6     0                                             office365      CLOSING  AllowAny        5055        2493              0
10.239.30.155       20.42.65.88     63017        443      6     0                                             Microsoft      CLOSING  AllowAny        4601        5981             65
192.168.0.18      93.184.220.29     61856         80      6     0                                              symantec      CLOSING  AllowAny         769        1047             30
10.239.30.152     10.104.64.235     58315         53     17     0                                                   dns          N/A  AllowAny         106           0              0
192.168.0.18      172.217.16.46     61865        443      6     0                                      google_analytics      CLOSING  AllowAny        2308        6245              0
10.239.31.178     40.101.121.18     61933        443      6     0                                               outlook      CLOSING  AllowAny       62700       58341            159
10.239.30.24     165.225.192.38     61025         80      6     0                                                  http      CLOSING  AllowAny         287         273              0
10.239.30.74        10.71.50.53       123        123     17    46                                                   ntp          N/A  AllowAny          76          76              0
10.24.112.23      10.239.30.152     59054        389      6     0                                                  ldap  ESTABLISHED  AllowAny        6215        2944              0
10.239.30.24      20.190.159.22     61115        443      6     0                                             office365      CLOSING  AllowAny        8051       12418              2
10.239.30.152       10.71.50.53     59202         53     17     0                                                   dns          N/A  AllowAny         204         418             87
10.239.30.25      52.97.250.194     63526        443      6     0                                               outlook  ESTABLISHED  AllowAny      279720      199370            624
10.239.30.115     40.99.204.194     64422        443      6     0                                               outlook      CLOSING  AllowAny      122730       55573            623
10.239.30.152     10.104.64.235     57791         53     17     0                                                   dns          N/A  AllowAny          61           0              0
10.239.30.152       10.71.50.53     58285         53     17     0                                                   dns          N/A  AllowAny          95         167              0
10.239.30.18       10.52.112.28     61366       5508      6     0                                                   tcp     SYN_SENT  AllowAny         208           0              7
10.239.30.152      10.34.230.11     59010         53     17     0                                                   dns          N/A  AllowAny          58           0              0
10.239.30.152      10.34.230.10     58249         53     17     0                                                   dns          N/A  AllowAny          97           0              0
192.168.0.18            8.8.4.4     52456         53     17     0                                                   dns          N/A  AllowAny          58         110              0
10.239.30.152       10.71.50.53     59331         53     17     0                                                   dns          N/A  AllowAny          79          95              0
10.239.30.152       10.71.50.17     59971         53     17     0                                                   dns          N/A  AllowAny          82         431              0
10.71.114.60      10.239.30.180     15386        161     17     0                                                  snmp          N/A  AllowAny        1314        1064              0
10.239.30.64       10.23.112.56     60687       5508      6     0                                                   ssl       CLOSED  AllowAny         403         172              0
10.239.30.22     52.115.128.172     50033       3480     17     0                                       Microsoft Teams          N/A  AllowAny   564432626   416633415           2025
10.239.30.19       10.23.112.56     51299       8037      6     0                                                   tcp     SYN_SENT  AllowAny         156           0              9
10.71.114.119     10.239.30.151     52496      58376      6     0                                                  krb5      CLOSING  AllowAny      323746       64001             54
SRC_IP                  DEST_IP  SRC_PORT  DEST_PORT  PROTO  DSCP                                                   APP    TCP_STATE      RULE  BYTES_SENT  BYTES_RCVD  DURATION_SECS
192.168.0.18      172.217.16.46     61845        443      6     0                                      google_analytics      CLOSING  AllowAny        1792        6948              0
192.168.0.18    142.250.203.194     61846        443      6     0                                            google_ads       CLOSED  AllowAny        3401        8215             32
10.239.30.21      88.221.180.70     53665         80      6     0                                                  ocsp      CLOSING  AllowAny         897         611             60
10.239.30.17     147.161.249.96     54182       7680      6     0                                                   tcp       CLOSED  AllowAny         213          92              0
10.239.30.24     52.113.205.121     61168        443      6     0                                       Microsoft Teams      CLOSING  AllowAny        2421        6734             46
10.239.30.152       10.71.50.53     59031         53     17     0                                                   dns          N/A  AllowAny         155         223              0
10.239.30.22       10.52.112.28     52548       5508      6     0                                                   tcp     SYN_SENT  AllowAny         208           0              7
10.239.30.152       10.23.50.53     64181         53     17     0                                                   dns          N/A  AllowAny          77         211              0
10.239.30.152       10.71.50.53     59435         53     17     0                                                   dns          N/A  AllowAny         179         223            152
10.239.31.178   172.217.168.202     60814        443     17     0                                                   udp          N/A  AllowAny        2224        2587              0
10.239.30.24     18.158.134.131     61206        443      6     0                                                   ssl  ESTABLISHED  AllowAny      304450       92429            149
10.239.30.16       148.139.7.68     49868        443      6     0                                           Service Now      CLOSING  AllowAny      107088      341361           1349
192.168.0.18     17.253.108.253     64605        123     17     0                                                   ntp          N/A  AllowAny          76          76              0
10.239.30.121     44.232.218.68      4258       9930     17     0                                                   udp          N/A  AllowAny         108          82              0
10.239.30.18       10.72.112.13     64156       8037     17     0                                                   udp          N/A  AllowAny          46           0              0
10.239.30.115    142.251.39.110     54645        443     17     0                                                   udp          N/A  AllowAny        6325       51984              0
10.239.30.58      52.39.184.169     48403       9930     17     0                                                   wtp          N/A  AllowAny          95         128              0
10.239.30.24      52.182.141.63     60873        443      6     0                                             Microsoft      CLOSING  AllowAny        3997        7473            109
10.239.30.152       10.71.50.53     58043         53     17     0                                                   dns          N/A  AllowAny          73         154              0
10.239.30.19      52.232.19.237     52128        443      6     0                                         windows_azure  ESTABLISHED  AllowAny      471764      247295           5056
10.239.30.19     51.104.167.255     51336        443      6     0                                   windows_marketplace  ESTABLISHED  AllowAny        2082        3631             81
10.239.30.25      40.126.32.160     57229        443      6     0                                             Microsoft       CLOSED  AllowAny        4415        7451              0
10.239.30.25       10.71.114.72     55929        443      6     0                                                   ssl  ESTABLISHED  AllowAny      151467      489885           2722
10.239.30.58      52.39.184.169     40759       9930     17     0                                                   wtp          N/A  AllowAny          95         128              0
10.239.30.115     52.113.199.39     51156        443      6     0                                       Microsoft Teams  ESTABLISHED  AllowAny      142644      535441          12425
10.239.30.25      40.126.32.160     57226        443      6     0                                             Microsoft      CLOSING  AllowAny        4467        7546              1
10.239.30.64      3.120.196.152     60693        443      6     0                                                amazon      CLOSING  AllowAny        1764        6411              0
192.168.0.18            8.8.4.4     55777         53     17     0                                                   dns          N/A  AllowAny          62         128              0
10.239.30.24      88.221.180.70     61477         80      6     0                                                  ocsp      CLOSING  AllowAny        1462        1010             60
10.239.30.24       13.89.178.26     61560        443      6     0                                             Microsoft  ESTABLISHED  AllowAny        5289        7367              0
10.239.30.152       10.71.50.53     59841         53     17     0                                                   dns          N/A  AllowAny          97         185              0
10.239.30.152         10.9.0.10     59671         53     17     0                                                   dns          N/A  AllowAny         100           0              0
10.239.30.121     44.232.218.68      4247       9930     17     0                                                   udp          N/A  AllowAny         100          82              0
10.239.30.58      52.39.184.169     36691       9930     17     0                                                   wtp          N/A  AllowAny          95         128              0
10.239.30.24      40.126.32.160     61466        443      6     0                                             Microsoft      CLOSING  AllowAny        4452        7390              0
192.168.0.148           8.8.4.4     50915         53     17     0                                                   dns          N/A  AllowAny          68         132              0
10.239.30.152    10.239.158.253     57879         53     17     0                                                   dns          N/A  AllowAny         121         199              0
10.239.30.77     193.182.111.12       123        123     17    46                                                   ntp          N/A  AllowAny          76          76              0
10.239.30.152      10.34.230.10     59849         53     17     0                                                   dns          N/A  AllowAny          97           0              0
10.239.30.24      40.99.204.114     61307        443      6     0                                               outlook  ESTABLISHED  AllowAny       89637       51562            146
10.239.30.152       10.71.50.53     58458         53     17     0                                                   dns          N/A  AllowAny          71         351              0
10.239.30.25     18.158.134.131     55774        443      6     0                                                   ssl  ESTABLISHED  AllowAny      306306      715327           2970
10.239.30.25       40.126.31.68     57233        443      6     0                                             office365       CLOSED  AllowAny        6065       13749              0
10.239.30.154      10.24.112.43     60136       5508      6     0                                                   tcp     SYN_SENT  AllowAny         152           0              9
10.239.30.157     52.21.173.142     44464        443      6     0                                                 Cisco      CLOSING  AllowAny        5661        6857              0
10.239.30.115     10.239.68.225     63315        445      6    10                                                   smb  ESTABLISHED  AllowAny      501303      690943           6135
10.239.30.23       148.139.7.68     59534        443      6     0                                           Service Now  ESTABLISHED  AllowAny     1747744     2795170         201374
10.239.30.64        20.42.65.89     60695        443      6     0                                             Microsoft       CLOSED  AllowAny        6366        7571            122
10.239.30.115      40.126.32.99     64549        443      6     0                                             Microsoft       CLOSED  AllowAny        4442        7452              0
10.239.31.178      52.109.12.20     61940        443      6     0                                               outlook      CLOSING  AllowAny        1608        6976            109
SRC_IP                  DEST_IP  SRC_PORT  DEST_PORT  PROTO  DSCP                                                   APP    TCP_STATE      RULE  BYTES_SENT  BYTES_RCVD  DURATION_SECS
10.239.31.178    165.225.29.187     61930        443      6     0                                                   ssl      CLOSING  AllowAny        1755        3641             15
10.239.30.24        20.54.37.73     61244        443      6     0                                             Microsoft  ESTABLISHED  AllowAny        4891       10425            131
10.239.30.22      10.72.112.160     60467      10123      6     0                                                   ssl  ESTABLISHED  AllowAny        3480        4455           2700
10.239.30.155     10.71.114.124     63016       8531      6     0                                                   ssl      CLOSING  AllowAny        9867        7165              1
10.239.30.149     10.71.114.234     35633        902     17     0                                          unclassified          N/A  AllowAny         363           0              0
10.239.30.121      52.32.28.115      4216       9930     17     0                                                   udp          N/A  AllowAny         100          82              0
10.239.30.16      10.230.134.18     59443         53     17     0                                                   dns          N/A  AllowAny          75         244              0
10.239.30.157      10.104.61.84     47909        389     17     0                                                  ldap          N/A  AllowAny         111           0              0
10.239.30.21      52.39.210.202     53341        443      6     0                                                amazon  ESTABLISHED  AllowAny        9247       62133           2260
10.239.30.24       10.24.112.19     60775        135      6     0  Microsoft DFSR (Distributed File System Replication)      CLOSING  AllowAny         644         492             56
10.239.30.22      10.230.134.18     63786         53     17     0                                                   dns          N/A  AllowAny          77         203              0
10.239.30.155       10.72.54.13     63073       9990      6     0                                            Splunk.com  ESTABLISHED  AllowAny        3125        3668              7
10.239.30.64      23.61.231.229     60634        443      6     0                                               outlook       CLOSED  AllowAny        4818       75963            108
10.239.30.24     52.114.142.198     61061        443      6     0                                       Microsoft Teams       CLOSED  AllowAny        9609        8085             28
10.239.30.149     10.71.114.234     44714        902     17     0                                          unclassified          N/A  AllowAny         363           0              0
10.239.30.23    147.161.249.114     56744       7680      6     0                                                   tcp       CLOSED  AllowAny         213          92              0
10.239.30.171       10.71.30.46     52758      32626      6     0                                                   tcp     SYN_SENT  AllowAny         300           0             15
10.239.30.25     52.114.159.226     57296        443      6     0                                       Microsoft Teams  ESTABLISHED  AllowAny        2805        7266              0
10.239.30.16     142.251.39.110     65299        443     17     0                                                   udp          N/A  AllowAny        2289        5611              8
10.20.36.194      10.239.30.155     57685        445      6     0                                                dcerpc       CLOSED  AllowAny        7345       12306             16
10.239.30.24      40.108.241.27     61266        443      6     0                                     sharepoint_online       CLOSED  AllowAny        6365        5026             78
10.239.30.152      10.71.112.84     53611         88      6     0                                                  krb5       CLOSED  AllowAny        2830        2929              0
10.239.30.23    147.161.249.114     56736       7680      6     0                                                   tcp       CLOSED  AllowAny         213          92              0
10.239.30.152       10.71.50.53     58346         53     17     0                                                   dns          N/A  AllowAny          90         124              0
10.239.30.115       172.67.5.69     50050        443     17     0                                                   udp          N/A  AllowAny       16500       49697             39
10.239.30.22     185.26.182.112     52563        443      6     0                                          opera_update      CLOSING  AllowAny        1201        3660              0
10.239.30.18       20.43.44.165     53558       8883      6     0                                                   ssl  ESTABLISHED  AllowAny       27774       23230          12758
10.239.30.19     147.161.249.76     51331       7680      6     0                                                   tcp       CLOSED  AllowAny         213          92              0
192.168.0.18            8.8.4.4     52541         53     17     0                                                   dns          N/A  AllowAny          70         130              0
10.239.30.152       10.71.50.53     59199         53     17     0                                                   dns          N/A  AllowAny          81         188              0
10.20.33.191      10.239.30.155     50760      65352      6     0                                                dcerpc  ESTABLISHED  AllowAny       98563      102562           8492
10.239.30.152       10.71.50.53     58394         53     17     0                                                   dns          N/A  AllowAny         123         245              0
10.90.8.55        10.239.30.152     57750        389      6     0                                                  ldap  ESTABLISHED  AllowAny        6215        2936              0
10.239.30.19       148.139.7.68     51141        443      6     0                                           Service Now  ESTABLISHED  AllowAny      268776      668219            903
10.20.37.27       10.239.30.155     28293      65352      6     0                                                   tcp  ESTABLISHED  AllowAny        3269        6590           1443
192.168.0.148           8.8.4.4     56131         53     17     0                                                   dns          N/A  AllowAny          64         230              0
10.239.30.24       20.44.10.123     61507        443      6     0                                             Microsoft      CLOSING  AllowAny        2971        5439              0
10.239.30.152       10.71.50.53     59940         53     17     0                                                   dns          N/A  AllowAny          86         102              0
10.239.30.19      52.232.19.237     52133        443      6     0                                         windows_azure  ESTABLISHED  AllowAny      275766      735436           5054
10.239.30.152       10.71.50.53     58025         53     17     0                                                   dns          N/A  AllowAny         176         277            314
10.20.33.13        10.239.30.58     51440       3910      6     0                                                  soap      CLOSING  AllowAny        1786        1394              0
10.239.31.178      142.251.36.3     63381        443     17     0                                                   udp          N/A  AllowAny        2266        3164              0
10.239.30.16      10.230.134.18     54091         53     17     0                                                   dns          N/A  AllowAny          96         173              0
10.239.30.152      10.71.112.84     53645      54895      6     0                                                 msrpc      CLOSING  AllowAny         765         524             14
10.239.30.152       10.71.50.53     57829         53     17     0                                                   dns          N/A  AllowAny         193         252            229
10.239.30.152      10.71.112.84     53672         88      6     0                                                  krb5       CLOSED  AllowAny        2663         309              0
10.239.30.152      10.71.112.84     53593      54895      6     0                                                 msrpc      CLOSING  AllowAny        1286         864             11
10.20.37.27       10.239.30.155     28282        135      6     0  Microsoft DFSR (Distributed File System Replication)  ESTABLISHED  AllowAny         388         540              0
10.239.30.23       148.139.7.68     56777        443      6     0                                           Service Now  ESTABLISHED  AllowAny        4026        4601             57
192.168.0.148           8.8.4.4     61957         53     17     0                                                   dns          N/A  AllowAny          66         113              0
SRC_IP                  DEST_IP  SRC_PORT  DEST_PORT  PROTO  DSCP                                                   APP    TCP_STATE      RULE  BYTES_SENT  BYTES_RCVD  DURATION_SECS
10.239.30.24       2.18.230.193     60897        443      6     0                                   windows_marketplace       CLOSED  AllowAny        1468        7912            109
10.239.30.16     18.158.134.131     50075        443      6     0                                                   ssl  ESTABLISHED  AllowAny        1445        6518             54
10.239.30.152       10.71.50.53     59257         53     17     0                                                   dns          N/A  AllowAny          81          97              0
10.239.30.77        10.71.50.53       123        123     17    46                                                   ntp          N/A  AllowAny          76          76              0
10.239.30.18      199.232.190.2     61087        443      6     0                                                 GIPHY  ESTABLISHED  AllowAny        4282        2986           1011
10.71.114.60      10.239.30.126     36338        161     17     0                                                  snmp          N/A  AllowAny         956         575              5
10.239.30.67      194.58.204.20       123        123     17    46                                                   ntp          N/A  AllowAny         228         228            527
10.239.30.152       10.71.50.53     59113         53     17     0                                                   dns          N/A  AllowAny          72         120              0
192.168.0.148        31.13.81.9     63697        443     17     0                                              facebook          N/A  AllowAny       22369      245468              2
10.239.30.64     52.113.206.193     60451        443      6     0                                       Microsoft Teams  ESTABLISHED  AllowAny       46338      149880           1295
10.20.33.13        10.239.30.58     51444       3910      6     0                                                  soap      CLOSING  AllowAny        1878        1434              0
10.239.30.24      20.190.159.22     61208        443      6     0                                             office365      CLOSING  AllowAny        6100       17804              0
10.239.30.121     44.232.218.68      4238       9930     17     0                                                   udp          N/A  AllowAny         108          82              0
10.239.30.115   172.217.168.195     50942        443     17     0                                                   udp          N/A  AllowAny        3105       39165              0
192.168.0.18            8.8.4.4     55575         53     17     0                                                   dns          N/A  AllowAny          68         192              0
10.239.30.151       10.23.50.53     56134         53     17     0                                                   dns          N/A  AllowAny          60         122              0
10.239.30.152       10.71.50.53     58002         53     17     0                                                   dns          N/A  AllowAny          85         239              0
10.239.30.152       10.71.50.53     57697         53     17     0                                                   dns          N/A  AllowAny          84         100              0
10.239.30.23     142.251.39.110     62025        443     17     0                                                   udp          N/A  AllowAny        9876      197239             92
10.239.30.18      10.230.134.18     58464         53     17     0                                                   dns          N/A  AllowAny          66         254              0
10.239.30.152      10.104.64.10     59880         53     17     0                                                   dns          N/A  AllowAny         106           0              0
10.239.30.152       10.71.50.53     57849         53     17     0                                                   dns          N/A  AllowAny          82          98              0
10.239.30.121      52.32.28.115      4231       9930     17     0                                                   udp          N/A  AllowAny         100          82              0
10.239.30.152       10.71.50.53     58871         53     17     0                                                   dns          N/A  AllowAny          73         216              0
192.168.0.196      40.101.8.162     42906        443      6     0                                               outlook       CLOSED  AllowAny        6288        5626             94
10.239.30.154       10.72.54.13     60124       9990      6     0                                            Splunk.com       CLOSED  AllowAny        5648        4026             30
10.239.30.152      10.71.112.84     53568         88      6     0                                                  krb5       CLOSED  AllowAny         432         377              0
10.239.30.25      13.94.251.244     57258        443      6     8                                       Skype and Teams  ESTABLISHED  AllowAny        2840        7313             90
10.239.30.22     52.114.133.162     52459        443      6     0                                       Microsoft Teams       CLOSED  AllowAny       17113       15048            509
10.239.30.64      10.230.134.18     63092         53     17     0                                                   dns          N/A  AllowAny          62         143              0
10.239.30.18      54.149.74.220     61355        443      6     0                                                amazon      CLOSING  AllowAny        2127        9828             60
10.239.30.24        40.90.65.28     61444        443      6     0                                   windows_marketplace       CLOSED  AllowAny        2863        7464              0
10.239.30.152      10.71.112.84     53592        135      6     0  Microsoft DFSR (Distributed File System Replication)      CLOSING  AllowAny         644         492             11
10.239.30.152       10.71.50.53     58515         53     17     0                                                   dns          N/A  AllowAny          76          92              0
10.239.30.24     204.79.197.239     61077        443      6     0                                             Microsoft      CLOSING  AllowAny        2043       85201             63
10.239.30.16       40.99.214.34     49400        443      6     0                                               outlook       CLOSED  AllowAny      126206      103707           2536
192.168.0.196       13.107.5.88     56862        443      6     0                                               outlook       CLOSED  AllowAny        2822        8762             96
10.20.37.27       10.239.30.155     28292      65352      6     0                                                dcerpc  ESTABLISHED  AllowAny        2801        6282           1443
10.239.30.152       10.71.50.53     59999         53     17     0                                                   dns          N/A  AllowAny         123         245              0
10.239.30.25        10.71.50.11     57219        443      6     0                                                   ssl      CLOSING  AllowAny        1890        9109              0
10.239.30.115       52.97.163.2     64550        443      6     0                                               outlook  ESTABLISHED  AllowAny        5438        6815            108
10.239.30.152       10.71.50.53     57613         53     17     0                                                   dns          N/A  AllowAny          92         203              0
10.239.30.64       10.13.64.110     60722        443      6     0                                                   ssl       CLOSED  AllowAny        2311         926             33
10.239.30.25       10.71.114.72     55930        443      6     0                                                   ssl  ESTABLISHED  AllowAny      150189      340773           2721
192.168.0.148        31.13.81.5     58629        443      6     0                                    facebook_messenger      CLOSING  AllowAny        1710        1016              3
10.239.30.18      52.97.250.210     61231        443      6     0                                               outlook      CLOSING  AllowAny        9565       10778            116
10.239.30.23      52.232.19.237     56652        443      6     0                                         windows_azure  ESTABLISHED  AllowAny       27305       76579            427
10.239.30.154       10.72.54.13     60130       9990      6     0                                            Splunk.com       CLOSED  AllowAny        5644        4026             30
10.239.30.155     10.71.114.119     65024      10123      6     0                                                   ssl  ESTABLISHED  AllowAny        4011        4539           4503
10.239.30.16      10.230.134.18     50900         53     17     0                                                   dns          N/A  AllowAny          69         205              0
SRC_IP                  DEST_IP  SRC_PORT  DEST_PORT  PROTO  DSCP                                                   APP    TCP_STATE      RULE  BYTES_SENT  BYTES_RCVD  DURATION_SECS
10.239.30.121     44.232.218.68      4264       9930     17     0                                                   udp          N/A  AllowAny         100          82              0
10.239.30.24       87.116.46.90     61138        443      6     0                                                   ssl      CLOSING  AllowAny         878        2206              0
10.239.30.152       10.71.50.53     60041         53     17     0                                                   dns          N/A  AllowAny          83         262              0
10.239.30.157    192.168.200.26     28839        389     17     0                                                  ldap          N/A  AllowAny         109           0              0
10.239.30.121     44.232.218.68      4240       9930     17     0                                                   udp          N/A  AllowAny         100          82              0
10.71.114.119     10.239.30.151     57831        135      6     0                                                  krb5      CLOSING  AllowAny        1768        5455              2
10.239.30.25       10.71.114.72     55935        443      6     0                                                   ssl  ESTABLISHED  AllowAny      141111      728791           2721
10.20.37.27       10.239.30.155     28276        135      6     0  Microsoft DFSR (Distributed File System Replication)  ESTABLISHED  AllowAny         388         540              0
10.239.30.115     52.112.115.58     64576        443      6     0                                       Microsoft Teams  ESTABLISHED  AllowAny        6169       10259             45
10.239.30.64      10.230.134.18     60067         53     17     0                                                   dns          N/A  AllowAny          67         115              0
10.239.30.19      52.232.19.237     52123        443      6     0                                         windows_azure  ESTABLISHED  AllowAny      471049      246039           5056
10.239.30.24      20.190.159.22     61198        443      6     0                                             office365      CLOSING  AllowAny        6106       18061              1
192.168.0.18            8.8.4.4     64435         53     17     0                                                   dns          N/A  AllowAny          68         128              0
10.239.30.152       10.71.50.53     57617         53     17     0                                                   dns          N/A  AllowAny          90         186              0
10.239.30.115     10.230.134.18     64670         53     17     0                                                   dns          N/A  AllowAny          57         121              0
10.239.30.23     172.67.184.146     49802        443     17     0                                                   udp          N/A  AllowAny        2692        2653              0
10.239.30.121     44.224.180.80      4280       9930     17     0                                                   udp          N/A  AllowAny         100          82              0
10.239.30.115     52.97.144.178     64582        443      6     0                                               outlook  ESTABLISHED  AllowAny       24668        9951              2
192.168.0.18    199.232.138.248     61861        443      6     0                                               spotify       CLOSED  AllowAny        3652      166543             16
10.239.30.24      10.71.104.215     61514        443      6     0                                                HTTP/2  ESTABLISHED  AllowAny       70872       29358             54
192.168.0.18            8.8.4.4     58936         53     17     0                                                   dns          N/A  AllowAny          59         110              0
10.239.30.18      10.230.134.18     53232         53     17     0                                                   dns          N/A  AllowAny          63         230              0
10.239.30.152       10.71.50.53     58160         53     17     0                                                   dns          N/A  AllowAny         113         161              0
10.239.30.157         10.9.0.52     41394        389     17     0                                                  ldap          N/A  AllowAny         109           0              0
10.239.30.18       52.109.32.24     61333        443      6     0                                             Microsoft      CLOSING  AllowAny        1582        8251             92
10.239.30.115      40.126.32.99     64548        443      6     0                                             Microsoft      CLOSING  AllowAny        4497        7570              0
10.239.31.178    165.225.29.187     61957        443      6     0                                                   ssl      CLOSING  AllowAny        1755        3721             15
10.239.30.151       10.24.54.13     55025       9990      6     0                                            Splunk.com       CLOSED  AllowAny        5636        4026             30
10.239.31.178   172.217.168.238     49456        443     17     0                                                   udp          N/A  AllowAny       33023        5535              0
10.239.30.25      40.101.61.130     57263        443      6     0                                               outlook  ESTABLISHED  AllowAny       10061        7965             81
10.239.30.24      23.61.231.229     61452        443      6     0                                               outlook      CLOSING  AllowAny        5530       85043             65
192.168.0.196      40.99.148.82     53070        443      6     0                                               outlook       CLOSED  AllowAny        3709        6273             90
10.239.30.155       10.71.50.53     61686         53     17     0                                                   dns          N/A  AllowAny          67         215              0
10.239.30.155     52.97.201.114     63012        443      6     0                                             office365      CLOSING  AllowAny        5058        3058              0
10.239.30.76     192.36.143.130       123        123     17    46                                                   ntp          N/A  AllowAny          76          76              0
10.71.114.119     10.239.30.151     57829        135      6     0                                                 msrpc       CLOSED  AllowAny         368         392              2
