"name","u_node_id","ip_address","hardware_status","operational_status"
"USASSAMOCNC02R","USMOC-AAES-AVPN (USASSAMOCNC02R)","32.1.63.130","Installed","Operational"
"USASSAMONNC11R","USMON-AMER-AVPN (USASSAMONNC11R)","32.3.88.154","Installed","Operational"
"USASSAMONNC12R","USMOA-AMER-AVPN (USASSAMONNC12R)","32.6.232.190","Installed","Operational"
"USASSAMONNC13R","USMOO-AAES-AVPN (USASSAMONNC13R)","32.243.175.138","Installed","Operational"
"USASSAMUSWI01R","USMUS-AAES-AVPN (USASSAMUSWI01R)","32.1.25.213","Installed","Operational"
"USASSANAPIL02R","USNAP-AAES-AVPN (USASSANAPIL02R)","32.5.36.146","Installed","Operational"
"USASSANEWCT04R","USNEW-AMER-AVPN (USASSANEWCT04R)","32.0.247.209","Installed","Operational"
"USASSANEWNC02R","USNWT-AMER-AVPN (USASSANEWNC02R)","32.5.132.214","Installed","Operational"
"USASSANMASIA01R","USMAS-AMER-AVPN (USASSANMASIA01R)","32.2.63.130","Installed","Operational"
"USASSAONTCA06R","USONT-AMER-AVPN (USASSAONTCA06R)","32.5.116.250","Installed","Operational"
"USASSAORLFL04R","USTRA-HOSP-AVPN (USASSAORLFL04R)","32.243.241.202","Installed","Operational"
"USASSAPEAGA04R","USPEA-AAES-AVPN (USASSAPEAGA04R)","32.3.123.30","Installed","Operational"
"USASSAPEAGA07R","USAHG-AMER-AVPN (USASSAPEAGA07R)","32.5.152.30","Installed","Operational"
"USASSAPHATX03R","USPHA-AAES-AVPN (USASSAPHATX03R)","32.1.52.196","Installed","Operational"
"USASSAPLEIA01R","USPLE-AAES-AVPN (USASSAPLEIA01R)","32.1.41.60","Installed","Operational"
"USASSARENNV04R","USREN-APAC-AVPN (USASSARENNV04R)","32.243.172.130","Installed","Operational"
"USASSARENNV05R","USREO-APAC-AVPN (USASSARENNV05R)","32.0.249.99","Installed","Operational"
"USASSARICTX04R","USRIC-HOSP-AVPN (USASSARICTX04R)","32.1.151.242","Installed","Operational"
"USASSAROCPA05R","USROC-AMER-AVPN (USASSAROCPA05R)","32.5.117.2","Installed","Operational"
"USASSASALVA05R","USSAL-AMER-AVPN (USASSASALVA05R)","32.2.179.102","Installed","Operational"
"USASSASHAKS02R","USSHA-AAES-AVPN (USASSASHAKS02R)","32.246.177.226","Installed","Operational"
"USASSASUSWI01R","USSUS-AAES-AVPN (USASSASUSWI01R)","32.246.192.208","Installed","Operational"
"USASSATULOK04R","USTUL-AAES-AVPN (USASSATULOK04R)","32.1.2.79","Installed","Operational"
"USASSAVENCA03R","USVEN-AMER-AVPN (USASSAVENCA03R)","32.6.224.158","Installed","Operational"
"USASSAWINNC02R","USWST-AAES-AVPN (USASSAWINNC02R)","32.3.146.14","Installed","Operational"
"USHIDGALBNM04R","USALB-HID-AVPN (USASSAALBNM01R)","32.245.26.250","Installed","Operational"
"USHIDGASHVA01R","USEQX-HID-AVPN (USHIDGASHVA01R)","32.1.57.136","Installed","Operational"
"USHIDGEDEMN03R","USMIN-HID-AVPN (USASSAEDEMN02R)","32.6.249.202","Installed","Operational"
"USHIDGFRECA05R","USFRE-HID-AVPN (USASSAFRECA03R)","32.245.81.178","Installed","Operational"
"USHIDGPALFL01R","USPAL-HID-AVPN (USASSAPALFL03R)","32.1.19.165","Installed","Operational"
"usphor-asr1001b","USPHO-AMER-AVPN (usphor-asr1001b)","10.255.80.9","Installed","Operational"
"VNASSAVIN0001R","VNVIN-APAC-AVPN (VNASSAVIN0001R)","32.24.99.46","Installed","Operational"
"ZAASSAROO0002R","ZAJOP-EMEA-AVPN (ZAASSAROO0002R)","32.38.42.186","Installed","Operational"
